Text	Season	Episode
New York is the center of the universe.	6	10
We could send a landing craft out there, but they don't understand what we do.	6	10
Or they understand it thoroughly.	6	10
My shrink says the job of your life is to know yourself.	6	10
Sooner or later, you'll start to love who you are.	6	10
And apparently I'm a curious child...	6	10
with a full head of hair and a thriving business.	6	10
And you're a terrible swimmer.	6	10
Come in.	6	10
Mr. Campbell wants to see you in the conference room.	6	10
Oh. And what is it regarding?	6	10
Avon sent over a box of samples to the girls...	6	10
and Diane opened it, not me.	6	10
I'll be right in.	6	10
Everyone out!	6	10
She'll be right in.	6	10
This shouldn't be in here.	6	10
What the hell is this?	6	10
I guess Avon's serious.	6	10
Oh, they're serious.	6	10
"When the hell did you have a ""productive breakfast""?"	6	10
- You and Peggy ditched me. - Peggy didn't know.	6	10
There was some confusion, and then it was too late.	6	10
- And I thought since I mixed things up- - There was no confusion!	6	10
- Oh, I'm sorry. - I bet you are.	6	10
Were you coming in here to celebrate what a fool I am?	6	10
You upset the girls. They have nothing to do with this.	6	10
So, you opening up your own agency?	6	10
Ted assigned her.	6	10
Isn't the point that Avon's happy?	6	10
Oh, I bet you're making him very happy.	6	10
Because it's better than being screwed by you.	6	10
We'll see what Ted has to say about this.	6	10
Let me handle Ted.	6	10
It's too late for that.	6	10
Ask her.	6	10
Did you meet with Avon and not invite Pete?	6	10
It was very last-minute.	6	10
Peggy, this doesn't concern you.	6	10
It's unacceptable, and I'd like to know what you have to say for yourself.	6	10
- Does this color look good on me? - Shh!	6	10
What would you like for me to say?	6	10
Joan, you of all people can't plead ignorance.	6	10
She's going to say something about her client and her connection.	6	10
And, honestly, I take no issue with that.	6	10
But what we have here is a breach of the fundamental rules of this business.	6	10
An account executive signs business...	6	10
and they send their junior to maintain it.	6	10
To maintain their boss's relationship.	6	10
The entire thing falls apart if I send you to the store to get cake...	6	10
and you eat it on the way home.	6	10
Did you really try to squeeze him out?	6	10
You have nothing to say for yourself, then?	6	10
It's a revolt!	6	10
- Excuse me. - Meredith, not now.	6	10
"""Joan, Andrew Hayes from Avon is on the phone for you."""	6	10
Oh, it just gets better.	6	10
What are you waiting for? Go take it.	6	10
- That's it? - Possession is nine-tenths of the law.	6	10
Only where there is no law.	6	10
Pete, we're all working together.	6	10
All agency business is your business.	6	10
Thank you.	6	10
You better hope he really calls.	6	10
Welcome back. How was your trip?	6	10
If you don't mind, this is urgent.	6	10
Aren't you glad you didn't go straight home?	6	10
I have to tell you that in your absence, things have become quite dire.	6	10
Mr. Draper, the partners are here.	6	10
Come in.	6	10
Welcome back. How was California?	6	10
It was a series of busts and not the kind I like.	6	10
Well, we have a bit of news concerning the firm.	6	10
- We should get Joan. - No.	6	10
- Anyone else? - No, thank you.	6	10
My visit to Detroit was a success.	6	10
They finally signed off on the strategy. Even showed me a model of the car.	6	10
That's a relief. Good work.	6	10
Also, Joan's at the five-yard line with Avon Cosmetics.	6	10
Joan?	6	10
Well, well, well. While the cat's away-	6	10
Unfortunately, Manischewitz has put us in review.	6	10
Ah, it's been coming for months.	6	10
But that's not what we're here to talk about.	6	10
We thought long and hard about what it's gonna take to make this agency stable.	6	10
I'd like to offer what we believe to be a deferential solution.	6	10
They want to call the agency Sterling, Cooper & Partners.	6	10
Well, we know you like it.	6	10
It would depend on Don, Jim, and me all sharing the blow.	6	10
You're willing to do that?	6	10
It's the only thing that's equally offensive to all.	6	10
S.C. ampersand P.	6	10
I can swallow it if you can.	6	10
I don't think I should weigh in on this.	6	10
Good. Then it's settled.	6	10
I'll get the art department on a logo.	6	10
- Nice work. - I had nothing to do with this.	6	10
Have a good weekend.	6	10
You have no problems with this?	6	10
Pete, we're in the same boat, and I'm fine with it.	6	10
Trust me, that name is a consolation prize.	6	10
It's a gravestone to our resistance.	6	10
You have no idea what's going on out there.	6	10
This is not the same business anymore!	6	10
If you don't like it, maybe it's time to get out of the business.	6	10
Dawn, could you get my wife on the phone?	6	10
What are you doing?	6	10
Working.	6	10
Give me that.	6	10
Hey. 	6	10
Good morning, Mr. Draper.	6	11
Mr. Sterling's inside.	6	11
Do you want ice?	6	11
Coffee.	6	11
It's one thing to be near the bar. It's another thing to be under it.	6	11
Sunkist sent us a crate.	6	11
I've seen blind people juggle, but somehow it seems to be beyond me.	6	11
Just close your eyes. That's what you did in the meeting.	6	11
Whatever I did, it worked. We're in it.	6	11
That's good news.	6	11
Step one, I send it to research.	6	11
Step two, you'll need to get that little idea factory working.	6	11
There's only one angle-	6	11
an orange... that's orange on TV.	6	11
I thought they were pretty clear they're too cheap to get out of print.	6	11
So talk 'em out of it or into it.	6	11
I'd love to, but I think it demands a media strategy.	6	11
Forget research. Put Harry Crane on it.	6	11
Look at you.	6	11
See? Not all surprises are bad.	6	11
The ants, they look like people.	6	11
He should be right out. Is there anything I can get you?	6	11
- I think she would like a cup of tea. - In a teacup.	6	11
I'd be more excited if we didn't have to go in Ted's plane to present.	6	11
- Hello, Mother. - Hello, Peter.	6	11
Manolo, may I speak with you a moment?	6	11
Of course, Mr. Campbell. Your tea is coming.	6	11
I'll be fine. I'm not a child.	6	11
Peggy, would you mind?	6	11
Mrs. Campbell, nice to meet you.	6	11
There's no reason for you to be so formal, dear.	6	11
Sit with me.	6	11
How are you today?	6	11
I can't tell you how much it relieves me to see you and Peter reunited.	6	11
Well, it was really a by-product of the merger.	6	11
I'm glad you both swallowed your pride, if nothing else...	6	11
but for the good of the child you have together.	6	11
Excuse me?	6	11
Oh, I've embarrassed you.	6	11
Your son and I are not together that way.	6	11
Trudy, dear, don't deny him.	6	11
Don't reject his caresses.	6	11
Mrs. Campbell-	6	11
I hope you two can someday find...	6	11
what Manolo and I have found.	6	11
I waited long enough...	6	11
to experience the physical satisfactions of love.	6	11
Did she go to China for that tea?	6	11
Thank you for driving her out to Bud's.	6	11
I've paid you for the extra day.	6	11
I know that you don't drive.	6	11
Well, I do, but not to her satisfaction.	6	11
Bob Benson was right about you. You're worth every penny.	6	11
Bob is a wonderful salesman.	6	11
Still, I want you to have a little something off the books.	6	11
Mr. Campbell, I refuse.	6	11
It's important to me that you treat my mother well...	6	11
but also that you treat yourself.	6	11
- The pleasure is all mine. - I know that isn't true.	6	11
Sally, get in here.	6	11
Hello.	6	11
What?	6	11
Julie's mother called and told me you were the only two girls on the trip.	6	11
So?	6	11
You're not staying in a Midtown hotel with all those boys.	6	11
Miss O'Shea's gonna be there.	6	11
She's 25.	6	11
What's the point of having a mansion...	6	11
if you're gonna spend all your time in here?	6	11
Fine, I won't do the Model UN. It was his idea.	6	11
Fine, you're not going.	6	11
- Can't we stay with Daddy? - You mean with no one.	6	11
You hate that Daddy supports my dreams.	6	11
He doesn't think I'm just a pain in the ass.	6	11
Your father is a hero.	6	11
Like everything else in this country...	6	11
Diplomacy Club's just another excuse to make out.	6	11
I thought she should join the Student Congress. The UN's a joke.	6	11
- Oh, you're home. - Who's this?	6	11
This is Mitchell- Sylvia and Arnold's son.	6	11
Nice to finally meet you, Mitchell. I'm Don.	6	11
Thanks again, Megan.	6	11
What did he want?	6	11
Um-	6	11
I'm sworn to secrecy, but he's in a lot of trouble.	6	11
What happened?	6	11
He's 1-A.	6	11
But he's in school.	6	11
He sent back his draft card in protest. They reclassified him.	6	11
What did he think was gonna happen? Stupid kid.	6	11
Don, he knows he screwed up. He wants to run.	6	11
You know, to Canada.	6	11
I suppose I could call my brother-in-law, but I can't do that to Sylvia and Arnold.	6	11
- Can I? - Just leave it alone.	6	11
- He's so scared. - He should be.	6	11
He can't spend the rest of his life on the run.	6	11
I know how you feel...	6	11
but you don't want him to go to Vietnam.	6	11
Megan, it's not our problem.	6	11
Could you get me another whiskey sour?	6	11
Sure.	6	11
Maybe I'll switch to whiskey sours.	6	11
How about a Shirley Temple then?	6	11
I don't think Dramamine and booze go together.	6	11
I don't think Dramamine and cranberry juice go together either.	6	11
But I thought we'd be back on your little plane...	6	11
not having a romantic dinner.	6	11
- Don't you want to celebrate? - I want to live, Ted.	6	11
What?	6	11
He doesn't like flying.	6	11
Well, you've seen how simple it is now. There's nothing to be afraid of.	6	11
My father died in a plane crash.	6	11
Oh, I'm sorry to hear that.	6	11
Was he a pilot?	6	11
Ha! No.	6	11
A passenger.	6	11
Look, you're driving. Can we please, please have another round?	6	11
You still have to get home from White Plains.	6	11
I'll hail a cab.	6	11
He's such a New Yorker.	6	11
This is the agency I always wanted.	6	11
Ambition, brains, and beauty.	6	11
Yeah, but what about him?	6	11
I'm gonna cut you off too, my dear.	6	11
I should call home.	6	11
If the check comes, I'm sending it to Ocean Spray.	6	11
Can you imagine what it does to his wife every time he takes that plane?	6	11
I guess so.	6	11
You don't want me to talk about his wife.	6	11
You don't know what you're talking about.	6	11
But I do. I've seen that look.	6	11
I know, but-	6	11
nothing can happen.	6	11
And he's in love with you too.	6	11
You're the one who's in love with him.	6	11
Well, I could use an account, and he's been generous.	6	11
At least one of us ended up important.	6	11
Please tell me you don't pity me.	6	11
I don't.	6	11
Because you really know me.	6	11
I do.	6	11
I should tell you...	6	11
I had a very strange conversation with your mother.	6	11
There's no other kind.	6	11
Well, it doesn't matter.	6	11
What did she say?	6	11
I think she thought I was your wife...	6	11
and Manuel was her husband.	6	11
My father never treated her that well.	6	11
Maybe that's it. She thinks she's in love with him.	6	11
I could see it. Manolo is very charming.	6	11
I don't think you understand.	6	11
She thinks she's... making love with him.	6	11
Tell me exactly what she said.	6	11
Did your father ever give her spa treatments...	6	11
"that released a ""fire in her loins""?"	6	11
Oh!	6	11
Oh, I think I'm gonna be sick.	6	11
I'm sorry. I shouldn't have told you.	6	11
But I can't get the image out of my head.	6	11
Stop it, please.	6	11
I don't even want to think about her brushing her teeth.	6	11
I thought I cut you two off.	6	11
Ted, I have never been less afraid of flying in my life.	6	11
What? What does he mean?	6	11
Nothing.	6	11
Well, I should get the check.	6	11
Honey, who's that gonna be?	6	11
- Arnold. - Is it too late?	6	11
For what? Come in.	6	11
Look, I would have called, but Sylvia is-	6	11
Listen, about this afternoon-	6	11
Oh, hello, Arnold.	6	11
I'm sorry about my kid dropping in on you.	6	11
I didn't know if I should tell you.	6	11
Well, he figured you would...	6	11
and I don't want you in the middle of this.	6	11
His mother's treating it like he's dying. She doesn't want anyone to know.	6	11
Do you want a drink?	6	11
Sit up here drinking while they're down there slamming the doors?	6	11
And you lied to me.	6	11
Been meaning to knock on your door anyway.	6	11
You know, catch a game or something.	6	11
I get baseball tickets. Mostly the Mets.	6	11
Well, then I'm glad you didn't.	6	11
You know, I didn't even know he left school.	6	11
Sylvia says she didn't know either.	6	11
She's doing that a lot lately- lying about little things.	6	11
Could tell something's been wrong all year.	6	11
- Another Manhattan? - Nah. No.	6	11
Should have never let him go to Paris.	6	11
He got there right in the middle of the riots.	6	11
His French is excellent.	6	11
I think he got a lot of girls as an expatriate revolutionary.	6	11
Could kill him right now.	6	11
There has to be a way.	6	11
Oh, believe me, everybody's an expert on it.	6	11
Sylvia's father was suddenly Clarence Darrow.	6	11
It's thrilling to see a plumber interpret international law.	6	11
You're one of the top surgeons in the country.	6	11
You must know somebody.	6	11
I know a lot of people, but it doesn't matter.	6	11
It doesn't matter if he goes back to school.	6	11
He's 1-A. His induction could be tomorrow.	6	11
He's on a damn list for the rest of his life.	6	11
On some level, you have to admire his idealism.	6	11
You sound like Sylvia.	6	11
But she doesn't really buy his bullshit.	6	11
You think she's gonna let her baby rot in jail for a cause?	6	11
I don't know what to do.	6	11
What would you do?	6	11
If it was my kid, or if it was me?	6	11
You were in the service, right?	6	11
I was.	6	11
You see action?	6	11
It was very different.	6	11
I wanted to go.	6	11
And then when I got there, well-	6	11
That's the trick.	6	11
Kids 18, 19 years old, they have no sense of their own mortality.	6	11
Or anyone else's.	6	11
That's why they make good soldiers.	6	11
Well, the army paid for med school.	6	11
I served in a hospital in Pusan.	6	11
We were very lucky.	6	11
Lucky enough to live in this country.	6	11
And service is part of that bargain- sacrifice.	6	11
We knew that.	6	11
The war is wrong.	6	11
I'll tell you right now, if anyone was ever gonna get it, it's gonna be him.	6	11
He's soft.	6	11
I'm sure he's a good kid.	6	11
The best.	6	11
Cold pills and capsules take a while, don't they?	6	11
Dristan Mist can unlock sinus blockage.	6	11
What you watching?	6	11
I don't know.	6	11
What's the matter? I called.	6	11
I didn't want to get into it when you're about to fly...	6	11
but you were supposed to have dinner with us.	6	11
I made a mistake. We'll do it tomorrow.	6	11
You don't have to make a federal case out of it.	6	11
Why don't you get a legal pad and write down...	6	11
a bunch of excuses for the next week?	6	11
Because none of them mean anything to the boys.	6	11
What about food, clothing and shelter? Does that mean anything?	6	11
Remember what the minister said at Frank's funeral?	6	11
"""God can turn off the lights at any moment."""	6	11
You know where you're gonna be? The office.	6	11
This is temporary.	6	11
I just have to do this until-	6	11
Until what?	6	11
Until you... are back where you were at the old firm?	6	11
Because things weren't so great then either.	6	11
So we've moved on from I'm working too much to something else.	6	11
The problem is, even when you do come home, you're not here.	6	11
You're obsessed.	6	11
And I can feel how disappointing this all is compared to your battles at work.	6	11
I'm not enjoying that.	6	11
How did we get to the point where you think I don't want you to enjoy things?	6	11
I know you like having a young copywriter in your airplane.	6	11
Come on, Pete was there too.	6	11
And I know you like facing Don Draper every morning more than the clients.	6	11
How was your day?	6	11
I just wish you liked being here more.	6	11
Could you get Mr. Campbell?	6	11
Do you want to see him before the status meeting?	6	11
- When's that? - Now.	6	11
And I also need to know if you're attending the Chevrolet dinner.	6	11
- When's that? - Tonight.	6	11
- Morning. - May I speak with you?	6	11
Does your friend still work at the Department of Defense?	6	11
No, he left for Union Carbide.	6	11
But he probably still has pull over there.	6	11
What happened now?	6	11
You must know plenty of people with kids getting deferments.	6	11
How are they doing that?	6	11
They go to college. Divinity school. Medical baloney.	6	11
No, it's too late for that. I need someone who can really pull strings.	6	11
Well, aren't you having dinner with General Motors...	6	11
one of the largest defense contractors in the world?	6	11
What are the politics of that?	6	11
I don't know, Don. I'm not on Chevy.	6	11
Shall we?	6	11
That's not my fault.	6	11
Don't worry. If I had Chevy...	6	11
I wouldn't be able to devote my full attention to Ocean Spray.	6	11
- Cranberries? - Cranberry Cocktail.	6	11
And they like us so much, they might even give us the blends.	6	11
- What about Sunkist? - What about it?	6	11
It's orange juice.	6	11
Morning, everyone.	6	11
- Did you know about Sunkist? - What about it?	6	11
Don told Harry to put together a media plan right away.	6	11
Why didn't you tell us about that?	6	11
Isn't this the meeting where I tell you?	6	11
Are we having this meeting?	6	11
Why didn't you tell us you were presenting to Ocean Spray?	6	11
There's been a series of memos.	6	11
Didn't you wonder where everybody was?	6	11
- We can't present to both. - Which one is bigger?	6	11
They're about the same. Three million.	6	11
We've already spent $5,000 on Ocean Spray.	6	11
What about our trip to California?	6	11
Was it $5,000?	6	11
I have a lot of receipts. I haven't figured it out yet.	6	11
Why don't you join this company and read a memo once in a while?	6	11
Maybe they're not a conflict.	6	11
We don't have either yet.	6	11
I really didn't know.	6	11
I warned you about the memos, Ted.	6	11
The more you send, the less they get read.	6	11
Imagine if every time Ginger Rogers jumped in the air...	6	11
Fred Astaire punched her in the face.	6	11
Why are you taking this to heart?	6	11
Because it's directed at me. Can you not see that?	6	11
So what? You know we'll end up with just one juice.	6	11
I don't want his juice. I want my juice.	6	11
It's all your juice.	6	11
Tell him that.	6	11
Michigan's in the Big Ten.	6	11
Ron Kutchinski just ran the fastest half mile in the world.	6	11
- He's going to the Olympics. - You're selling yourself short.	6	11
I'm telling you, they would be lucky to have you.	6	11
I got it.	6	11
Look at this. Got a couple of high fashion models.	6	11
Aren't you a gentleman?	6	11
- Hey. - Hello.	6	11
Youse two don't know each other.	6	11
These are my two favorite people. Mitchell Rosen, 16A...	6	11
I'd like you to meet Sally Draper, 17B and all points north.	6	11
I'm Julie. I'm crashing at Sally's.	6	11
Cool.	6	11
They were supposed to leave a key for me. I lost mine.	6	11
Nobody said nothin' to me, but that don't mean nothin'.	6	11
We were going to go out for dinner tonight. What's good around here?	6	11
His mother's cooking.	6	11
Around here, it's just old people.	6	11
Are you a musician?	6	11
'Cause you look like one.	6	11
Who?	6	11
I don't see it. I'll let you in.	6	11
- Oh, good day to you, Mrs. Rosen. - Hello.	6	11
- Mitchell, did you get a cab? - I was waiting for you.	6	11
You're unbelievable.	6	11
I got it, Mrs. Rosen. Do you know Sally and, um-	6	11
I'm Julie.	6	11
I'm sorry, girls. We're in a bit of a rush.	6	11
I'll get your cab lickety-split.	6	11
Bring them right back.	6	11
You're living with Mark Lindsay.	6	11
I don't live here.	6	11
What are you doing here? I said I'd meet you at La Grenouille.	6	11
Dorothy, you must let me manage your calendar.	6	11
I'm not standing in the hallway.	6	11
Come in.	6	11
You get ready, Mr. Campbell. I'll entertain her.	6	11
Actually, Manolo, I'd like my mother to myself this evening.	6	11
Very well. Good night, my sweet.	6	11
Must he?	6	11
He has other plans, Mother.	6	11
Yes, Dorothy. I'll be there when you wake.	6	11
- Can I fix you something? - No.	6	11
Manolo doesn't like me to drink.	6	11
He likes me sharp.	6	11
It's so nice the way he looks after you.	6	11
Oh, Peter, he's a gift to me.	6	11
I just wanted to make sure you're aware he's your nurse.	6	11
You are prone to moments of confusion.	6	11
I suppose there's a way I could mistake your tone for concern.	6	11
Oh, I am concerned that you have-	6	11
how do I put this?-	6	11
misconstrued Manolo's attention for affection.	6	11
If we're going to have an adult conversation...	6	11
let's have an adult conversation.	6	11
Has he taken advantage of you?	6	11
Manny has awakened a part of me that was long dormant.	6	11
Don't you think I'm entitled to the pleasures of love?	6	11
Do not be more specific.	6	11
Since when is it any of your business what goes on in my bedroom?	6	11
I am afraid that we are going to have to let him go.	6	11
Oh, no. What did he do?	6	11
He's a pervert.	6	11
You were a sour little boy.	6	11
And you're a sour little man.	6	11
How could I expect you to be understanding?	6	11
You've always been unlovable.	6	11
Now I've lost my appetite. I'm leaving.	6	11
You'll never find your way home.	6	11
I have carfare...	6	11
and a piece of paper with my address...	6	11
written in his elegant handwriting.	6	11
Mother.	6	11
Cheesecake? Chocolate cake?	6	11
- Two of everything. - And another round.	6	11
- Why not? - Oh, I can never get enough of it.	6	11
Growing up in Cleveland, my dad would take me right on Lake Erie.	6	11
But the water's gone bad now.	6	11
You should go to Florida.	6	11
Saltwater. Down off the Keys, where the marlin run.	6	11
Write your own Hemingway story.	6	11
If you don't catch anything, you have to blow your brains out.	6	11
So, Ross, where do you take your kid fishing?	6	11
I just got the two girls, and they could never keep their mouths shut.	6	11
But my grandson's just like me.	6	11
Last summer, we went up to Muskoka. Ontario.	6	11
Jesus, now we gotta hear about this kid again.	6	11
Brendan's at Antioch.	6	11
Yep, studying the classics.	6	11
But I hope he'll come to his senses.	6	11
He's got a couple of years before he has decisions to make.	6	11
Well, as long as we're working together, he's got a job with us.	6	11
Friend of mine's kid just got to that point.	6	11
He doesn't have a lot of choices left. 1-A. Can you imagine?	6	11
Well, my heart goes out to him...	6	11
but that's just one of those problems that can't be solved.	6	11
Yeah.	6	11
I've got two sons.	6	11
Thank God they're too young.	6	11
I don't even like to think about that.	6	11
I know.	6	11
My friend is just beside himself.	6	11
I mean, people are doing things though.	6	11
Believe me, we know about that.	6	11
Makes me sick.	6	11
Well, next year this time, we'll have won the war.	6	11
We'll take Brendan to dinner, get him plastered...	6	11
and have him read the menu in Latin.	6	11
Ted, are you an angler?	6	11
My hobby is coming up with names for the XP.	6	11
Last one.	6	11
Okay.	6	11
"""Things I like about Mitchell."""	6	11
"- ""His ass""? - Shh."	6	11
When did you see that?	6	11
I couldn't think of anything else.	6	11
What did you put?	6	11
"""How he smiled at me."""	6	11
"""His shoulders."""	6	11
"""His red shirt."""	6	11
You girls have a big day tomorrow.	6	11
And I can tell you right now, the next time this door opens, it won't be me.	6	11
- Lights out. - Good night, Mrs. Draper.	6	11
Why do you keep calling her that?	6	11
'Cause she hates it.	6	11
Think about it. He's right down there.	6	11
You should sneak down and kiss him.	6	11
He talked to you.	6	11
God, I wish I lived here.	6	11
- Yeah? - Did I wake you?	6	11
- Yeah. - There's a rat in my apartment.	6	11
Told you to get traps.	6	11
It's in the trap, and it's mortally wounded.	6	11
I'm pretty sure, 'cause there's a lot of blood.	6	11
Did you call an ambulance?	6	11
You have to come over. It went under the couch.	6	11
I can't even look. What if it's still alive?	6	11
What if I lift the couch and it starts flipping around?	6	11
I'm not your boyfriend.	6	11
Maybe I'll make it worth your while if you come over.	6	11
No, you won't. Now good night.	6	11
- You're not interested? - No.	6	11
Then why are you using your sexy voice?	6	11
Tuesday morning's great.	6	11
For what?	6	11
Oh. Why didn't you say so?	6	11
You can bring her.	6	11
It'll be dead by morning.	6	11
Eleanor Roosevelt.	6	11
I can't remember anything 'cause I didn't sleep.	6	11
Your floor smells like pee.	6	11
- No, it doesn't. - Do I smell like pee?	6	11
You smell like Prell.	6	11
Sally, you're not ready?	6	11
I let the guest shower first.	6	11
Well, I have to go to work.	6	11
But first I have to put you two in a cab, so shake a leg.	6	11
Oh, take out the trash.	6	11
I have to get ready.	6	11
I'll do it, Mrs. Draper.	6	11
It's Megan.	6	11
I would love to visit the studio sometime.	6	11
Well, hopefully I'll still have a job.	6	11
I have to make a phone call.	6	11
- Your agent? - Yes, actually.	6	11
Could you get me some coffee?	6	11
What the hell were you up to last night?	6	11
Mr. Draper?	6	11
I'm fine, Dawn. You want some coffee?	6	11
What the hell were you thinking?	6	11
You said you weren't going to be involved in Chevy until 1970.	6	11
So stay the hell out of it. Stop trying to poison my relationship.	6	11
Last time I checked, it's our relationship.	6	11
And not everything's about you, Ted.	6	11
Then be better at it.	6	11
- What are you talking about? - You know this.	6	11
A client shouldn't have a single negative feeling in your presence.	6	11
Not the food, not the wine and certainly not the war.	6	11
I was just taking their temperature.	6	11
Why would you do that? It's Chevy, Don.	6	11
- You'd do it for your kid. - But it's not your kid.	6	11
Oh, is it your kid?	6	11
No, it's my friend's kid.	6	11
Well, I bet you don't have a lot of friends, Don...	6	11
so I'm going to assume this is important.	6	11
It is.	6	11
I just- I don't know what to do.	6	11
Do you know how young 19 is?	6	11
Did you ever think about talking to me instead of our most important client?	6	11
I don't know. It's GM.	6	11
Who else has that kind of clout in Washington?	6	11
Does he wear glasses?	6	11
I don't think so, but he could.	6	11
The guy who taught me to fly...	6	11
is a brigadier general in the Air National Guard.	6	11
They're always looking for exceptional young men to become pilots.	6	11
And you'd be willing to call him?	6	11
I'd consider it.	6	11
But first, you're going to have to stop the war.	6	11
I can't stop the war, Ted.	6	11
Don't be an asshole, Don. The war you're waging on me.	6	11
You have to lower your weapons.	6	11
What are you talking about?	6	11
I'm talking about how we are going to get Ocean Spray.	6	11
So you need to stop chasing Sunkist.	6	11
You're not going to compete with me like that anymore.	6	11
We're on the same damn side.	6	11
That's it?	6	11
Don't act like it's nothing.	6	11
It seems to be impossible so far.	6	11
You'd really do that?	6	11
Thank you.	6	11
This is not a handshake of gratitude. This is a binding contract.	6	11
Of course. Whatever you want.	6	11
That's what I want.	6	11
Hold on. What's the next step?	6	11
Tell the kid to write a letter about his childhood dream of being a pilot.	6	11
And it better be convincing. You should write it.	6	11
And tell him to get a haircut.	6	11
Be straight, Ted. What are the chances?	6	11
I'm going to call right now.	6	11
Thank you.	6	11
Can you get Dr. Rosen on the phone?	6	11
Rosen residence.	6	11
It's me. It's Don.	6	11
What do you want?	6	11
I'm trying to reach Arnold.	6	11
The office said he was home sick.	6	11
It's about Mitchell.	6	11
What? Tell me.	6	11
I know someone who knows someone in the Air National Guard.	6	11
He's getting him a spot.	6	11
You told someone?	6	11
It's my partner.	6	11
He's doing me a favor.	6	11
Did you fix it?	6	11
He just wants Mitchell to cut his hair and sign a letter.	6	11
And the two of you need to make sure he follows through.	6	11
Oh, he'll follow through.	6	11
I bet.	6	11
My God, is it possible?	6	11
I think so, but we have to act fast.	6	11
They went upstate to the VA to call on an army buddy.	6	11
I'll send them up tonight.	6	11
Sylvia, sweetheart, it's gonna be okay.	6	11
Are you there?	6	11
Yes.	6	11
Please, stop crying.	6	11
Oh. I feel better, but I'll feel better when I know it's done.	6	11
Don.	6	11
Yes?	6	11
I can't believe you would do this for me.	6	11
You know I have children too.	6	11
I know that's not why you're doing it.	6	11
And I hope-	6	11
Well, I hope you know that I was just frustrated with you.	6	11
I do now.	6	11
I didn't want you to fall in love.	6	11
You didn't feel anything?	6	11
No, I just-	6	11
I don't want to go through this again.	6	11
You were good to me.	6	11
Better than I was to you.	6	11
Are we going to lunch? Because-	6	11
Get in here and close the door.	6	11
You have given me a terrible problem, and now you're going to fix it.	6	11
Is this about Sunkist? Because I did some digging-	6	11
I told you we needed a nurse, and you sent us a rapist.	6	11
Manolo?	6	11
In fact, I never told you anything. You were just doing some digging.	6	11
Calm down. Sit down.	6	11
Bob.	6	11
She has the mind of a child. That man took advantage of her.	6	11
I assume she told you this story.	6	11
Don't you have your answer right there?	6	11
She says they're in love...	6	11
and it's the first time in months she's seemed sure of anything.	6	11
I don't think that Manolo's interests turn that way.	6	11
Great, so he's a degenerate. That means he's capable of anything.	6	11
What exactly did she say?	6	11
Please, I'm just trying to forget it.	6	11
Drink that.	6	11
- You feel better now? - I do.	6	11
Can I ask you something? Did she seem happy?	6	11
Yes. She did.	6	11
Is it really so impossible to imagine?	6	11
What?	6	11
Couldn't it be that if someone took care of you-	6	11
very good care of you-	6	11
if this person would do anything for you...	6	11
if your well-being was his only thought...	6	11
is it impossible that you might...	6	11
begin to feel something for him?	6	11
When there's true love, it doesn't matter who it is.	6	11
Tell him I'll give him a month's pay.	6	11
And tell him it's disgusting.	6	11
Of course.	6	11
The capital of the Philippines is Manila.	6	11
Its president is Ferdinand Marcos.	6	11
Its national language is Tagalog...	6	11
but many of its inhabitants speak Spanish due to its colonial past.	6	11
And their national product is-	6	11
I don't know. Manila envelopes?	6	11
- You don't know anything. - So?	6	11
How about this? All the boys are going to think you're dumb.	6	11
Don't tell me how to get boys.	6	11
You went to second base twice.	6	11
That's a lot more than you.	6	11
- So if I were you, I'd be scared. - Of what?	6	11
Of what you're going to do when Mitchell asks you to go all the way.	6	11
He doesn't even know I'm alive.	6	11
Oh, I took care of that.	6	11
What did you do?	6	11
- I introduced you. - I introduced myself.	6	11
No, I took the letter, and I signed your name.	6	11
- What? - And I slid it under the back door.	6	11
Ow! That really hurts.	6	11
How could you do that? Now I can never go back.	6	11
You know you're going to thank me.	6	11
Just because your shift is over...	6	11
doesn't mean you can get undressed in the lobby.	6	11
- Incredible. - What?	6	11
He should greet you. How you doing today?	6	11
I'm- I got- I left something.	6	11
And I don't have my key.	6	11
You mean you lost it already?	6	11
Can I have the keys, please?	6	11
Yeah. Okay.	6	11
Go fast.	6	11
Oh, what have we got here?	6	11
Couple of high fashion models?	6	11
Oh, God.	6	11
- Sally. - Oh, God.	6	11
Oh, dear God.	6	11
Dear God, what have we done?	6	11
Sally!	6	11
Sally!	6	11
Sally!	6	11
Did Sally just come through here?	6	11
Mr. Draper, I didn't know you was home.	6	11
She hopped in a cab just now. I'll go get her.	6	11
You okay?	6	11
Yes.	6	11
Did something happen?	6	11
I know she lost her keys. I gave her the keys. It's my fault.	6	11
Mr. Draper?	6	11
Don't you ever work through channels?	6	11
- Who blew the whistle? Brent? - Loud and clear.	6	11
Governor, I've tried to work with local intelligence from the beginning.	6	11
Brent threw me out. Now, why?	6	11
Because it's big. That's why.	6	11
We've had big ones before, but, this time, all I get is smoke.	6	11
Why didn't you tell me?	6	11
McGarrett, this is an important state.	6	11
It's our nation's extended finger into the Pacific-	6	11
the ocean where two-thirds-	6	11
two of the three billion persons on earth meet and touch.	6	11
Hello?	6	11
Oh, I'm glad you're home.	6	11
Let me get you a plate.	6	11
Oh, wow.	6	11
I had a client- meeting. Lunch.	6	11
- Sit down. - I'm, uh-	6	11
I'm gonna lie down.	6	11
You need to get some food in you. Sit down.	6	11
